tweet,sentiment
"""hey, you're missing beauty and the beast, vampire diaries & grey's anatomy right now on tv. saturday is merlin"" -",negative
"honey badger don't know the 4th amendment, ""after mathieu, 20, gave the police his consent to search the apartment...""",negative
haha i havent worn shalwar kameez for about 10 years. you went bolton darul uloom? mashaallah. may i ask.... hifz? aalim class?,neutral
someone please go to work for me tomorrow so i can lay in bed and watch greys anatomy all day.,neutral
"bout' to watch joyful noise for the 110, 000 time ! 2nd favorite movie !!",positive
"another les miles gem: ""when you're challenged, and if you enjoy challenge, we'll, you enjoy it."" from monday's presser.",positive
"ba facing fitness fight: demba ba is rated as '50-50' to make newcastle united's trip to liverpool on sunday, with...",neutral
clash on sunday for lexi - tameside v oldham at reddish and school netball tournament - she wants to play both!!,neutral
"franklin is 6th in the state in hib related suspensions. grouped with elizabeth city, cherry hill, & phillipsburg.",neutral
there's fluidity to the offense even when the second team & lamar odom (3rd team) enter the game. 46-36 4:22 before the half,neutral
"ah monday nights, a glorious time of the week to spend reading about mafioso's on wiki.",positive
were out this tuesday after a boozey day watch the mighty at bolton,neutral
"nothin like a sunday morning sesh with ben e. king, aretha franklin, and etta james",neutral
like.....30 minutes of the original friday the 13th consisted of jason's mom chasing a girl from the lake house to the same damn cabin,neutral
should we expect and the crew for an election special in dc on tuesday?,neutral
sat alone in my office at lunch so i could watch an episode of mob wives. pretty sure this day ends with me jumping in front of a train.,negative
the 2nd half of the opening round big 12 soccer championship game between wvu and tcu is underway. 45 minutes to go for wvu to score a goal,neutral
"7th december, masquarade ball, night club 2 step, country 2 step, cha cha, waltz, hustle. beverages and snacks provided!see you:)",positive
my nephew is moving to florida tomorrow and he won't even say bye to me. what an asshole.,negative
"will u b airing the new episode of grey's anatomy on thurs nov 1st? i dvr'd tonight, to find :(",neutral
"goodnight, twitter. i will see you tomorrow- when everyone is done talking about the justin bieber concert.",neutral
"yes. bill, love your show, watch it mon-fri. but i must say i only watch fox, can't stand msnbc !",positive
"""why america may go to hell""- wish it wouldve been completed and i wish i could read the contents of it... by mlk",positive
"watch by mid december, dwight howard is gonna want a trade back to orlando!!!",neutral
"i doubt it. but we may just get to see in a bcs bowl in january. as for kstate, they're good, just not sec good.",neutral
redheads at cancer risk regardless of sun exposure: study: paris (afp) - people with pale skin and ...,negative
"""there is an honesty that says we play the game saturday, not today. and there is no more valid opinion than in our place."" - les miles",positive
"though sopa and pipa were defeated in the us, a similar bill was passed in the philippines.",neutral
"*blue moon community garden, alive and kicking in the tucson, az sun!",positive
if you don't know who kidrauhl is you may as well no speak to me ever again.,negative
please tell me you're coming over tomorrow morning so i can make you david bowie.,neutral
today is the 3rd anniversary of white collar!!,neutral
sat watching new jersey shore in uk walking along the boardwalk. after the watching the news 2 nite gutted 4 new jersey,neutral
lana del rey is playing vicar st next year. tickets onsale the 5th of nov. 44 euros. wondering if it would be worth it?,neutral
"my friday: closet clean out, furniture rearranging, al green while taking a bath wrapping it all up with downton abbey.",positive
"who's on first? 1st down & goal or ready, set, debate? who is big ratings winner tonight? - sadly the bachelor would probably beat all",negative
what would derek fisher bring to the l.a. lakers?: the lakers may soon be creating a new position for free agent...,neutral
""" : 3rd in 2 games!!! emile heskey bags the opener for newcastle jets v melbourne victory "" ha ha ha !!!",positive
two more days till the march to the bcs resumes! sdsu gets to experience what a top ranked defense looks like up close.,neutral
happy thursday! finishing rehearsals for the act at the people's choice awards.,positive
"go conservative w/ 600 yd offense, then kick ball to best player in when it's only way you can lose. that about sum up tob's 4th q?",negative
"so, i just sat through united 93. i'm not sure about how i feel about much of what i saw. i'll need some time to process.",neutral
"demba ba is rated as '50-50' to make newcastle united's trip to liverpool on sunday, with the striker nursing a calf injury.",neutral
""" : yeaah but i got coursework :("" ummm it's going to be friday tho, break time... hustle up then",neutral
"i was mad too i had vernon davis, frank gore, and i was up by like 15 going in to monday night..i'm tight lol",negative
"whenever i look michael up on wiki, my heart breaks when it says 'michael joseph jackson (august 29th 1958 - june 25th 2009)' :(",negative
"hey girl, excited to see the new jersey shore tomorrow! :)",positive
"""it may be a bit like yugoslavia at the end of communism."" jon huntsman on what happens to the gop if loses.",neutral
predicted right now to be in the orange bowl playing rutgers on jan. 1,neutral
tina fey and amy poehler will host the golden globe awards: in what may be the smartest thing the hollywood fore...,positive
cowboys beat giants 1st game of da nfll season n da mavs beat the lakers without dirk all is well till playoff picture is painted,positive
hey rob. crap eh? i am going to anfield on sunday. hope your lot lay down for us ha ha,positive
"mama jan hes been there since common denominator, she can't leave. a little peiece of kidrauhl will be gone </3",negative
"blog post: vice president joe biden to present the top ten list on cbs's ""late show with david letterman,"" thursday,...",neutral
what if gangnam style brought the sun for brazil kkkkkkkkkkkkkkkkkkkkk very hot here i love u <33,positive
off to carrow road saturday to see the mighty canaries shit all over stoke :-) angry bloke will no doubt be sat behind me again!,positive
join us for worship on sunday 10/28 and enjoy the dance ministry and joyful noise at both services 8:45 and 10:10.,positive
like your pose and the background 1st runner up jessica sanchez! i am your 1 fan from the philippines..,positive
want to try see in falmouth on saturday after plymouth was ruined by guy but worried he might be part of the act?,neutral
lakers gonna lose to the clippers tomorrow and gonna think the world is over.. relax y'all okay but not gonna win the west,negative
"na was 4-4 against sheff wed came from behind with only minutes to play, jordan rhodes scored a hat trick",neutral
madonna performs in st. louis thursday night; will she be late? go,neutral
aww yeah tyler's 21!! see you saturday west chester!!!,positive
"i love that is ranked 4th... spot light is off us, and we can roll right into the national championship. watch out",positive
something about october 10th makes me want to get wine wasted... oh right bc it's aka cbb's birthday!!!,neutral
"etta james, fine. she may have the best voice but she still killed it. slaughtered it, in fact.",positive
why are the regular thursday night shows not on tonight? i was really looking forward to parks and rec. :(,negative
"tina fey creates a buzz and will host golden globes with amy poehler: monday, it was announced that comed...",neutral
omg roosies on a thursday is the best ever. drunk chelsea=happy chelsea,positive
i've never seen the movie precious so idc that much about her but this guy.. friday night lights and grey's double whammy!,negative
anyone at pca going to halloween haunt wonderland tomorrow?,neutral
"china week ends with jon huntsman's lecture, ""us / china relations during an election year,"" on monday at 7:30 p.m.",neutral
big weekend for the saints ! roll on sunday !,neutral
so excited to be in philly til the 12th. i miss so much,positive
i'm from salem mass and i just moved to plymouth so i'm starting on monday,neutral
alright. g'night! tomorrow i will be in california. the next day i will see bigbang with my own eyes. no pressure on the sleeping now. :p,neutral
community doesn't come on until february now. lego lotr doesn't come out for two more weeks now. now no parks and rec tonight?!,negative
hey all you pretty little liars fans! let's trend ...sunday october 28th,positive
winter classic is cancelled. bettman better watch his back. there's gonna be a lot of nhl fans who want him dead. i may or may not be one...,negative
"oh yeah, i'm totally excited for tina fey and amy poehler to host the golden globes in january. they're amazingly funny women!",positive
i will make julian stark flex for every person that sign's matt's card tomorrow. he's been working out to,neutral
read your piece on the nba's online offerings; your give the nfl waaaaay too much credit. the live sunday directv stan is brutal.,neutral
"think that one year the el classico should be held at a neutral stadium: the brittania, on a wet wednesday night",neutral
yeah it's most likely that i won't be able to go to the game tomorrow in tucson unless i get a last minute ride.....,negative
"nov 18th steelers game is military day; my brother a former marine will b there, he's excited 2 know u will b singing the anthem",positive
"i'm so stressed out that i want to puke. anatomy practical tomorrow, chem exam friday and also a speech..",negative
"at least 15 november starts among qbs, tony romo has the best winning % in nfl history. he isn't the problem!",positive
there is filming going on tomorrow. can you confirm you can be in oldham by 10?,neutral
"come support the show/movement at parkdale high school on oct 26th frm 8-11 w/ aja, dreamteam, hqb, dsb&hib. leave the bullshit at the door,",positive
"49ersparadise hop: pick your poison: eliminating vernon davis comes with a price [bee-blog]: mon, 29 oct 2012 8:...",negative
tina fey named golden globe host....mmmmmmmm i may just have to watch that.,positive
"""rowan, some people you may know on twitter "" first one, domino's pizza in plymouth, second some random person idk and third a llama breeder",neutral
bobcats open tomorrow night against the pacers,neutral
i was when they were unbeaten playing osu to be in the running for the national championship. this saturday's game is bigger.,positive
sam used to make out with girls for practice in the 7th grade and 8th grade after school,neutral
here's the full info for friday's pats game!!:) breast cancer awareness night friday post-game skate on the...,positive
nice piece if exciting news that may make you happy... wizards of waverly place is coming back!,positive
"(2 of 3) ...and despite what you may have seen on tv, the jersey shore is a place beloved by (and home to) many many good people...",positive
love seeing you on jersey shore every thursday! you are definitely my favorite! and you are a great mommy!!,positive
"just heard porcupine tree ""lightbulb sun"" into david bowie ""sound & vision"" on & thought you'd like that mix",neutral
"santorum had ""tingles down [his] spine"" watching 1st debate i never want to see ""santorum"" and ""tingles"" that close",negative
"niall, if i may ask when you, louis, zayn, liam, harry will concert in indonesia. i beg you (cont)",neutral
yes mam! it certainly is a beautifully blessed sunday! may u all hav a great day! love ya sista & roll tide!,positive
couldn't be without it now mate!! the thought of havin to watch downton abbey on a sunday night makes me wanna top myself!!,negative
"deal of the hour $2622 & up -- brazil, chile, uruguay & argentina tours w/air: through april",neutral
thanks sky for screwing up another home game by putting it on the monday of toy fair for 2nd year running. didn't want to see everton anyway,negative
"hmm, i'm going to have to get you a nickname of your own. nice, get out of swansea on a friday. which train are you on?",positive
"rick santorum and paul ryan were butt fucking one night, and rick said, 'ouch baby, slow down with that huge log, i may make a santorem' ha",neutral
you're gravely misinformed . best to stop the /talking point. u obviously don't know mlk jr,negative
he went to the camp nou on sunday to watch the el clasico!! luck him!! i hope u can guess who it is ;),positive
chris jericho talks ryback winning the title on sunday & says punk has reached his limit,neutral
sam might come with me to the game tomorrow. he loves vicente lol,positive
"a never-ending gold rush in china: china, the largest producer of gold, may also become the biggest ... china daily",neutral
"i have to catch up on the vampire diaries, chelsea lately and the x factor (both episodes) tomorrow!",neutral
"preview for sunday night football: ""two of the league's top qbs go head-to-head.."" saw matt ryan and was fine then saw tony romo",neutral
"new at the fix: 2012 fantasy football, week 9 rookie report: trent richardson primed for 2nd ha...",neutral
"tuesday's cable ratings: tnt, fx top charts with nba, ""sons of anarchy""",neutral
happy 18th birthday to my best friend and big brother i love you :),positive
i love the niners. this sandy thing was a bust. now i have to work tomorrow.,negative
at anderson's in town. off to the sir thomas for a friends' gig tomorrow. do you get into liverpool much?,neutral
i am going to cut my hair tomorrow like zayn malik's hair style..emotion: excited,positive
nick foles attended the same high school as drew brees and broke all his records. this monday foles will continue his dominance over drew,neutral
don't flirt with disaster! get you tickets quick for molly hatchet at underworld - 1 dec,neutral
ya i live in tucson! ready to taste some lambeau grass sun? haha. what's new dude i'm only 2 hrs away from you!,positive
february 13 is going to kill me thanks for skipping indiana -.-,negative
"what? the jaguars may trade to get tim tebow from the jets? god is good, teams still want him.",positive
jordan jefferson just got out of jail... i may go to jail if i ever run into that smacked ass retard,negative
lsu football seeks payback vs. alabama in game with far-reaching implications - chicago sun -,neutral
the patriots game got cut off after taking a 38-7 midway through the 3rd quarter.,positive
cowboys will beat the falcons sunday nite i guarantee it,neutral
c'mon cbs!! i wanna watch the patriots!,neutral
sec lunch links: some linkage for you on a thursday: alabama will throw some different thin...,neutral
the devil inside with we may die.,negative
please justin follow me ! hope everyday ! je t'aime ! can wait to see u in paris for the 1st time ! je t'aime <3 (:,positive
"wait, i have to wait till jan. 8 for pretty little liars to come back on? that halloween special was just a tease... lol",neutral
"wed: preschool movie time, 9:30 a.m.; homeschooler's book discussion, 10:30 a.m.; afternoon tea with ""downton abbey,"" 12:30 p.m.",neutral
cheapest ticket available to watch el clasico at the bernabeu in march is 600 euros! someone is having a laugh..,neutral
great 2nd screen analysis! can i brief you on jinni semantic discovery & smart social recommendations? going to ces?,positive
just found the most pretty dress to wear tomorrow at the golden globe awards xx,positive
"think it's in comedy central this friday, i downloaded it and its also on virgin on demand tv xl",neutral
"when wvu takes the field on saturday, it will have been 42 days since they last held an opponent under 45 points.",neutral
my dads all buying beds for the house in wisconsin . like bitch i haven't been there since 6th grade,negative
reproductive science center of new england will be joining us this saturday for our annual conference... will you?,neutral
"emile heskey celebrates with team mate ruben zadkovich: newcastle, australia - october 26: ...",positive
watching devil inside for the 2nd time and i'm about to freeking cry.,neutral
damn ! i forgot have to take ces pics tomorrow too ! definitely going to sleep right now ! goodnight everyone,neutral
tomorrow is my return to pca basketball!!! good to be back with again!!,positive
"mt : i will be on cbs friday morning, speaking about the possible link with global warming and the hurricane.",neutral
"patriots fans, patriots fourth and two returns friday at noon est. i hope you can take a listen.",neutral
todays tuesday question: will you accept a bcs championship game without an sec champion? the staff at cfn weighs in,neutral
"vote & nominate selena at the people's choice awards, learn how: ~> voting time will close tomorrow! last day to vote!",neutral
"also, ashlee simpson was booed at the orange bowl b/c that was her 1st live performance after snl lip sync debacle",negative
my picks for who i think will get the points 3rd - scott thompson 2nd gary ablett 1st sam mitchell.,neutral
going to ces in january?,neutral
i cannot wait until november 12th not only is it my one year wedding anniversary but teen mom 2 comes back on,positive
it was nice meeting you. looking forward to partying with u at the bachelor party nov 30th.,positive
"watched the 1st episode of being human. , i'm hooked. thought you'd like to know.",positive
"yay thursday, new jersey shore tonight!",neutral
huge game for tonight. acc championship game on the line-- difference between potential bcs bowl game and 4th tier bowl game.,neutral
[alabama live] lsu's les miles discusses saturday's showdown with alabama (video),neutral
"come support the show/movement at parkdale high school on oct 26th from 8-11 w/ aja, dreamteam, hqb, dsb & hib.",positive
yep! thank you! you'll have to venture down to durham a week on friday now ;) setting up one in sunderland very soon,positive
zumba with and easy day tomorrow..ina dress.,positive
excuse me? i done sunderland on a tuesday night. hull everton midweek before. if i can get the wed off work i'll go. !!,neutral
"going to go see afrojack at xs in vegas this saturday with the bachelor.... should we by the tickets online, or...",neutral
"13:58 steven pourier, jr. (olc) made the 2nd of the 2 shot free throw. dasu leads 90 - 36 in the 2nd half.",neutral
united win rvp anytime ... i can see the papers back page already for sunday,positive
"if i can not have thursday classes for the rest of my time at uva, i will be one happy girl",positive
"omg saturday at 8, p.s. i love you premieres on abc family.",positive
woohoo! this will be the best ggs ever! mt : tina fey and amy poehler will host the golden globe jan 13.,positive
is freaking me out.. i just want to watch fx may have the movies but has got the shows,neutral
and hey tomorrows friday we all get on xbox and we all enjoy a little sesh on mw3 you down?,positive
need to go see lana del rey in may but i'm pretty sure i'll be busy with exams then :(,negative
please may someone get me snow white and the huntsman when it comes out on monday?,neutral
"talk on ""antakya (antioch) at crossroads and the syrian crisis"", mon 10/29, 4pm pyle center; co-sponsored by ces",neutral
"well, it was going to be tacos and teen woof and derek feels night, but may have incepted me into watching justified.",neutral
durant will demand a trade after the heat win their 3rd straight title,neutral
how great would it be if they played stew's fiesta bowl speech before the game tomorrow night?,positive
hahaha i love how u refer to him by his 1st name & i'd have to here with tho. he's ovr her talkin bout how he met mlk,positive
"rick santorum: ""doma is constitutional. the 1st amendment protects my religious freedom to force the government discriminate against gays.""",negative
they may have but he is down to nc state and baylor,neutral
"hangin with the 2 bit ladies, soakin up the florida sun, wondering if i did anything to have so much fun.",positive
"going out tomorrow morning, it supposed to be sunny and cold, i will take that. kirk is all good for leam xc he emailed me.",positive
"irish clash tonight ... big andy versus keano, c'mon you",neutral
it was soo good meeting you again on tuesday! worth the track from liverpool to wakefield:d!,positive
heyy do you mind if we go somewhere els tomorrow like bolton or somewhere your gona think this is so pathetic but i'm actually,negative
"yeah! so if you want to go, just let me know. we can talk about it more tomorrow in anatomy if you want.",neutral
good saturday afternoon workout... by myself! that's how i grind nowadays. at the playground with aaliyah now.,positive
"this saturday,i'll watch on my tv, never say never. i want remember my world tour,his incredible kidrauhl's voice.",neutral
"suits, white collar and necessary roughness will return in january: usa has set the dates for the return of thre...",neutral
lamar odom's career may be just done. he's not in shape after skipping the olympics to get in shape. he may just be declining,negative
face like miss america... body like a stripper... fuck me like a pornstar... n handle business like the 1st lady... yea i need that...$$$,positive
"just the fact that he has the title ""ambassador"" should be cool factor enough to make you come see jon huntsman on wednesday at 8pm!",positive
"jazz just played mavs without dirk, tomorrow hornets without gordon, could get spurs without manu",neutral
"bay head, n.j./boston, nov 2 (reuters) - the people of the jersey shore may feel alone in the world right now, t...",negative
kinda want to go to anatomy tomorrow but i don't at the same time.,negative
"speaking of kanye, he's a genius. like he may make stupid choices sometimes, but his way of thinking is amazing.",positive
tyrann mathieu may have fucked up his career we know jordan jefferson bum ass did cuz he can't throw smh.,negative
"in case you were unawares, dwight howard is absolutely going ham in la right now. like wow. it's only the 3rd q.",positive
mark it on your calendar. jon huntsman will be talking to duke students on the 30th with a live stream!,neutral
i may be in the slowest check out line ever. lady gotta honey badger haircut and don't give a damn.,negative
"yes sir, going to georgia tomorrow for marisa's marathon",neutral
pretty little liars isn't back on till january. what am i supposed to do with my tuesday nights until then?,neutral
"i think the hawks defense allow to many 3rd and longs, the offense does not convert enough 3rd downs. an elite defense should d able 2 hold",negative
paramount theater or old cabell hall at uva - just off the top of my head. may be other possibilities,neutral
i watched joyful noise for the 30th time . it keeps getting better and better . great actor and a better artists :),positive
c'mon tyran why would u even hang out with jordan jefferson that's ur first problem,negative
great class tonight!! you all brought it 100% . i was dripping before the pushups tonight...see you tomorrow for zumba at 5:30,positive
"gotti tryna club on sat, so that's prolly the move on saturday if we don't find nun else to do",neutral
"i like to give out the most critical dreamteam info this early in the morning .. thats when im slept on the most! lol, next show! nov 15!!",positive
both of my teams (alabama & falcons) are playing good games this weekend. one on sat & one on sun both at 8pm. maybe it's good luck.,positive
don't forget the hawks game against lsh of friday nught. 7.45 ko at the woodlands.,neutral
"we are giving you one final chance to preorder these pre-sold out ces! thursday, 11am aest - get ready!",positive
"but california gurls, teenage dream, firework, e.t, last friday night and part of me were number 1, katy broke the record!! :d",positive
got money on the line and i love usc but i'm going for org sat cz pac12 need someone to be in the bcs game and usc got no chance,negative
i didn't see him :( but i live in california and he came to my city on monday but before my local radio station was giving,negative
i know u may not have time but any chance me and the mrs can grab a photo at newcastle arena tomorrow?,positive
welcome to andy's how may i help you,positive
"zumba!!!! have you tried it yet? next session begins november 15th! sign up now, great way to keep up your cardio...",positive
hopefully i feel better by tomorrow because i want to go to the gotti concert with my friend,positive
the first cast pic from the new season of being human who's excited for january 14th,neutral
"he has missed chiefs, saints and vikings it was a 4 game sus and this game at oak would be his 4th he can play nov 11th",neutral
"no, you'll play a cute 12th ranked team in the sugar bowl",positive
i am pretty excited to be going to indiana tomorrow!,positive
sugar bowl for breakfast then stamford mall with friends from denmark. basketball tryouts for 7th grade. it's going to be a very long day.,neutral
did just compare aaron rodgers to matt flynn ??? 'mon,neutral
d'aw cuties :). liam you may need a blanket to keep your head warm love! haha love you .x,positive
cowboys gone beat the falcons sunday night,positive
moving on...watching red tails with the bestie for the 3rd time in 5 days,neutral
text me tomorrow if you get a chance! i watched tvd tonight,neutral
we all know im not gonna make it to thursday so ima stay home that day and watch greys anatomy,neutral
if you watch an hour of comedy central (ch 122) you'll be able to recite all the 'quickies' by heart tomorrow morning.,neutral
i have no one to drive me :( i am going to amy's tomorrow to do maths.,negative
have no one to blame n the home opener loss - to the pacers - except themselves. lots of bad shots in the 4th!,negative
links 1 nov: what does apple's 10-k filing tell us?: apple has just filed it's annual 10-k with the sec. for those unused to the arca...,neutral
report: romney to visit sunday as part of last minute push from the campaigns to the philly suburbs.,neutral
i hate sweating. advantage of tropical islands. sun. advantage of wisconsin is the coldness.,positive
do it! i'm one of those rare natural california blondes . . . open after.nov 15.:) would love some ct anyways . . .,positive
miss america is coming to buffalo on october 30th at the theodore roosevelt museum and historical site from...,neutral
you should get peyton manning or drew brees to talk about the sunday night game.or sean peyton to see how he's handling suspension,neutral
"rally tomorrow morning, wisconsin's going red!",positive
here's video of the unimaginable goalline fumble that may have cost florida a shot at the national championship:,negative
nope dang it! we decided miss america in january because a couple of my teen sisters are competing. are you going?!,neutral
romney falsely claimed he saw his father march with mlk jr. . anything he won't lie about?,negative
you can thank me now for an entertaining game next monday night for the steelers since you're playing the chiefs,positive
"i can't wait til saturday! i'll be there 4 the pregame show tomorrow,i love college gameday &i'm glad gameday is here at lsu!! geaux tigers!",positive
looking forward to tomorrow night :) the man who sold the world - david bowie & the 1970's showroom & workstation,positive
please cani have a tweet or retweet because it is my 11th birthday thank you love you zayn malik,positive
"lmao my last retweet, i was popped from 6th grade to sophomore year, jr year i was doing something, and sr year, you couldn't tell me shit",neutral
comedy central starts beaming into sg from tomorrow on starhub... and i am more than mildly excited abt it,positive
"contraband on blue ray = $15 1st season of martin = $10 sidney poitier ""in the heat of the night"" = $5 ps3",neutral
off to swansea tonight. hoping for sun on the beach tomorrow,positive
"ftr, re: osu/texas...the last half of the 4th quarter of the fiesta bowl was, at the time, the greatest then worst game i've seen in person",neutral
i'm just waiting for tomorrow because andy is going to make a triple double!,positive
lol omg can we make drew brees the 6th 1d member?,neutral
tomorrow filming wizards of waverly place the movie 2 starts,neutral
"pats fan here. how long are you in tampa? i fly in friday night. considering your budget, i'd love to buy you a cigar!",positive
"i'm not watch today :(, but my friday going to be just for tvd",negative
"when you coming to barcelona, i think the 22 may but not sure. i love you zayn malik!!",positive
""" : going to the celtics game wednesday. :d""take me",neutral
day 3 and all the tray works in at f&b's in oldham. start wiring tomorrow,neutral
i have a whole day of history gcse tomorrow great!,positive
"heading to media day, which gets underway shortly here in sf. good news early on, with stanford picked to finish 4th in media poll.",positive
got a photoshoot day on this sat at nlc. just mention cos you'd asked abt piccies other wk. let me know if you want a slot booked. d,neutral
"this christmas, all i'm asking for is a trip to watch miss america in january. it's the only thing i want.",positive
watching the news about sandy.. makes my problem seem so small. yet i had a headache all day. =\ on another note tom is my friday!,negative
all my thoughts and prayers go out to sergei bubka jr. who fell from the 3rd-floor-apartment in paris.,negative
"dati sopa at pipa, ngayon cyber crime law?! may i know what's the content of this law first? boom, charot!",neutral
today is the 1st int'l lennox-gastaut syndrome awareness day. take a moment to learn about lgs.,neutral
babe just left to tucson. :( won't see him till saturday.,negative
after saturday bama's tide want be rollin any more. geaux tigers!,positive
"happy all saints day. one of our freshman led us in beautiful litany of the saints today. tomorrow, we...",positive
huge day of nba tomorrow. whoop. league pass is awesome.,positive
see ya on 30 rock on thursday ! they just announced it during the gb-hou game! :-),neutral
maths topic test better be on thursday or i'll be so angry at the teacher.,negative
"set your dvr's & vcr's, is scheduled to make her guest appearance on 30 rock next thursday!",positive
what an amazing halloween weekend! a lot of great costumes! can't wait for the big night this wednesday! underworld at cinema!,positive
"can't wait for tomorrow night's welcome to the underworld party - i love halloween! the question is, what...",positive
there's gunna be tumbleweed going through oldham tomorrow night cos everyone will be in birdcage wow,neutral
if we grabbed those people in the sun life stadium n place em in the orange bowl te stadium would look pack n louder,neutral
today is 12 october 2012. five years ago on 12 october 2007 the first wizards of waverly place episode ever premiered on disney channel.omg.,neutral
even elvis is going all out for saturday! can't wait!,positive
my guess is that the huntsman endorsement is a negative in the 4th district race.,negative
may jus have to fuck with those hawks tomorrow! niggas luv a deal,negative
"hawks vs rockets today,hawks vs thunder sunday.so glad the nba is back",positive
that ride along with les miles was the most awkward piece of television ever. 2nd place is this hello piece.,negative
one direction is going to be here on november 9.. los angeles won bring 1d to us and ellen giving tickets but you have to apply,neutral
"paid in full, juice, the friday movies and atl are classics.",neutral
going to the mall tomorrow to get some xbox live for tuesday and maybe some edo's. i wish i could have that stuff all day,positive
soton v everton originally sat 3pm 19th jan. rescheduled for the monday 8pm. nice one sky.,positive
big ben had the best rookie year out of all those quarterbacks and when he one his 2nd super bowl had a terrible line,negative
maidstone in kent this morning ! with an alfa - wisbech for a honda tomorrow brings swansea then return from...,neutral
"i think thurs is good news, though. back with 30 rock, parks and rec where it fits in, and not fri death knell.",positive
wondering how much i love my lakers. $380 for two lower level tickets when they play the mavs on nov 24th!! thinking really hard about it..,positive
"now playing x files, phantom of the opera, halloween, friday the 13th, psycho, devil's rejects - what are you listening to?",neutral
is so damn cute!!! 1 day to go directioners!!!!!!!! it's coming out at 8 tomorrow!!!!!! liam 2mm morning,positive
friday has arrived. i have to admit that rebecca black's song doesn't sound so lame when it's actually friday.,positive
getting the kidz ready for aaliyah's 2nd birthday party,neutral
saturday night = horror movie marathon night with friends. the devil inside. done. the ring. next up.,neutral
the devil inside may be the worst movie i've ever seen.,negative
they are saying if they don't put the winter classic on lock tomorrow with michigan- we won't even have a season :(,negative
siiiiiii miiiija just gotta ask mi padres tomorrow morning:d,neutral
": to the fans of underworld and independent art:as you may already know, underworld is once again in...",neutral
"everything is the same with the heat. lebron can't play in the 4th, heat fans are still cocky as fuck, and chris bosh still a raptor!!!!",negative
oh please! he's been every political affiliation under the sun. and hey cbs one word: benghazi now that's news.,negative
its going down this sat. bama vs lsu|oregon vs usc|ksu vs osu| and i have to watch texas vs texas tech,neutral
"zayn, will you really take me there? wherever that may be.",neutral
"bottom of the 10th, 2-2 count, and security hassles the john 3:16 guy behind the plate.",negative
"she has a new show starting tomorrow on abc ""malibu country"" looks funny. i set the dvr i'm gonna check it out.",positive
watching red tails ... for the 1st time,neutral
i wish was going to cowboys tomorrow. i miss her.,positive
thank fuck it's friday. to all the lads off to newcastle have a good one. wish i was coming with ya.,positive
"report: steelers can't find hotel, to travel sun.: the pittsburgh steelers will fly to new york only hours before playing the giants ...",negative
we're so excited about the firework display this saturday at tudor grange park from 6pm! did you know its the...,positive
oooooooohhhhhhhh me likey houston +6 tomorrow. hope the numbers line up,positive
let's all talk shit about the thunder at school tomorrow now. since they talk too much about the lakers.,negative
it depends which one we wanna go too. may 16th she'll be in houston may 21st austin may 22 san antonio and may 25th dallas.,neutral
gonna go to zumba with my mom mondays wednesdays nd fridays then zumba at school on thursday nd on tuesday kettle bell work outs!,neutral
"rotfl my stomach hurts man. damn! what a dim wit you are! google kids4cash, may be you will understand. what am i thinking! lol",neutral
geaux tigers!!! come and tailgate with us at our neighborhood tailgate party saturday and enjoy yourselves to some bloody marys and mimosas.,positive
take silver at the hib cup. great day. see you all for the boogie starting tomorrow,positive
"if you still don't want to listen, wait until monday on itunes at 5pm (gmt) you can listen all of the tmh songs.",neutral
"2: sun records, the birthplace of rock, launch pad to careers of elvis, cash, lewis and other early rock gods",neutral
that game will be on sun night at 9 eastern in la and for vancouver it's . tomorrow night at 10.,neutral
naaa i wrote on my ipod and im too lazy to convert it to my computer lol im recording it tomorrow,negative
drake & the weeknd all day tomorrow.,neutral
"i may not be the biggest, but im the realist -yo gotti",neutral
"marky says the rumour is that meatloaf is going into cbb in january, hope he's right lol he'll be hilarious xxxx",neutral
iowa state has the chance to affect the national championship game for the second year in a row this saturday,neutral
watching devil inside for the 1st time tonight ?? ohbabyjesus,neutral
"nlc procurement team will be attending the north lincolnshire business network meeting on 25 october at the kingsway centre, scunthorpe.",neutral
"on the blog: tues meme ""like this, try this"" via featuring pretty little liars, unearthly & sabrina the teenage witch",neutral
- all about opinions but osman only played 45 mins on wed too. coleman not as good defensively as hib or nev.,negative
had a great day on set of my new show on fox . it premieres monday during sweeps... fingers crossed!,positive
the : saw my father march with martin luther king then: did not see it w/ my own eyes.,neutral
"and christmas, good luck changing it! other federal holidays include: martin luther king, jr day in january",positive
i'm ready to be done with this sat crap so i can go back to my grey's anatomy marathons with,neutral
since everybody telling me i can't be a urban model+walk the run ways in paris! then imma be the 1st to do it and prove em wrong,neutral
alex smith earned his 1st career nfc offensive player of the week honor after completing 18-of-19 passes >i can still taste the,positive
"6 of the ""7th wonders of nlc"" while painting ""dior and vogue eye jude law""",neutral
did you not even see one for gcse!? next one is on thursday. you should!,positive
"over the last few months, i've really gotten to get a better knowledge of mitt romney. he may not be rick santorum, but he still has my vote",positive
school tomorrow then his house for the afternoon/evening(: can't wait!!,positive
is tim tebow dating camilla belle?: everyone is interested in tim tebow. some people may not like him but you ha...,positive
nigeria beach soccer team have booked a place in the last four of a dubai invitational tournament after they beat japan 6-5 on thursday.,neutral
i have one awesome boyfriend who sat and watched jersey shore with me just to make me happy :),positive
only thing in the way from barstool uva tomorrow and college park this weekend is a paper and a shit ton of spanish hw.,neutral
